,qualscore,qualperfshare,n_ab,n_ben_age_0_64,n_ben_age_65_74,n_ben_age_75_84,n_ben_age_85plus,n_ben_female,n_ben_male,n_ben_race_white,n_ben_race_black,n_ben_race_asian,n_ben_race_hisp,n_ben_race_native,n_ben_race_other,readm_rate_1000,prov_rate_1000,p_em_total,p_em_pcp_vis,p_em_sp_vis,p_nurse_vis,p_fqhc_rhc_vis,n_cah,n_fqhc,n_rhc,n_eta,n_fac_other,n_pcp,n_spec,n_np,n_pa,n_cns,py,per_capita_exp_total_py,aim,met_qps,aco1,aco2,aco3,aco4,aco5,aco6,aco7,aco34,aco8,aco35,aco36,aco37,aco38,aco11,aco13,aco14,aco15,aco16,aco17,aco18,aco19,aco20,aco42,aco40,dm_comp,aco27,aco41,aco28,aco30,aco44,aco43,aco12
230,0.838727679,0.5,8683,1530,3446,2369,1338,4945,3738,6232,826,575,525,12,513,188.5758998,772.6917058,11548.16,4640.25,6725.6,174.1059491,8.200211938,0,0,0,0,0,117,108,8,0,0,2014,13508,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
231,0.909598214,0.5,135350,18437,60086,38464,18363,79317,56033,109811,17397,2315,2051,53,3723,189.5792564,819.2514677,9810.32,4546.85,4464.92,789.7042264,8.848247975,1,7,0,0,23,1162,1405,239,4,19,2014,11321,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
232,0.9109375,0.5,25614,6865,9424,6015,3310,13925,11689,22796,1903,162,98,35,620,163.6915387,806.6761871,8880.26,3356.03,3847.12,1673.08,4.027345677,0,0,0,0,11,295,841,208,5,0,2014,8030,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
233,0.930022321,0.6,7863,1431,3011,2498,923,4496,3367,5831,26,19,1838,5,144,184.6224678,801.5653775,12645.32,7871.41,4299.79,409.6968113,64.42760063,0,0,0,0,0,19,1,5,0,0,2014,12376,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
234,0.912276786,0.5,17970,2555,6651,5607,3157,10455,7515,16785,541,153,171,10,310,176.6576562,805.5334711,12101.38,5437.31,5921.81,718.8103163,23.44883738,0,0,0,0,0,93,5,14,0,0,2014,12344,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
235,0.871875,0.5,12201,2998,5053,2738,1412,7006,5195,10726,821,70,247,8,329,201.8498368,852.8291621,12178.11,3705.91,7442.81,993.7992196,35.58708762,0,0,0,0,0,78,180,16,0,0,2014,12109,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
236,0.895647321,0.5,4845,667,1966,1487,725,2898,1947,4597,208,2,1,5,32,148.7138264,817.5241158,9571.13,3610.35,3508.8,2427.81,24.16790333,0,0,0,0,0,12,9,11,0,0,2014,8265,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
237,0.891183036,0.5,5485,1095,2070,1483,837,3180,2305,5120,221,23,28,8,85,176.3727122,802.5513034,9960.2,5770.76,3760.3,421.801542,7.334043754,0,0,0,0,0,30,25,4,0,0,2014,10265,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
238,0.910714286,0.5,11306,1416,5384,3268,1238,6382,4924,9639,1479,20,10,6,152,137.5383268,800.7008322,10759.53,4333.01,4672.63,1736.62,17.2716805,0,0,0,0,0,25,25,12,0,0,2014,8628,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
239,0.908928571,0.5,12618,2334,5098,3439,1747,7297,5321,10535,1813,39,21,7,203,170.3843053,814.8347219,10664.03,5032.23,3977.57,1641.56,12.67522131,0,0,0,0,0,51,3,31,0,0,2014,10236,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
240,0.91796875,0.5,6748,1068,3184,1696,800,3701,3047,6467,83,18,14,6,160,174.1440378,822.3140496,9930.19,3504.64,5019.24,1394.11,12.20225233,0,0,0,0,1,0,0,0,0,0,2014,11524,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
241,0.640736607,0.5,8837,1942,3028,2431,1436,4950,3887,5589,807,473,1499,15,454,211.2831858,744.4690266,11604.09,5117.41,5851.14,623.4346522,12.11123523,0,1,0,0,0,110,178,19,3,1,2014,18199,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
242,0.901897321,0.5,12289,1947,6434,3054,854,6876,5413,10490,1541,32,14,12,200,148.4405843,781.6818002,9537.39,3333.41,4178.73,2018.82,6.431763445,0,0,0,0,0,47,89,26,1,0,2014,7913,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
243,0.904575893,0.5,23542,2999,10413,6651,3479,14145,9397,18549,2478,526,1121,12,856,181.397929,836.908284,11731.05,5223.33,6132.08,369.4800162,6.157272459,0,0,0,0,11,109,45,5,2,0,2014,10558,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
244,0.900223214,0.5,25997,4169,11428,7279,3121,15112,10885,22783,2699,100,54,9,352,169.9112511,749.9284283,9069.91,3482.55,4192.71,1242.65,152.0035017,1,3,3,0,6,252,241,112,2,1,2014,9526,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
245,0.889508929,0.5,29846,7477,11427,7119,3823,16878,12968,26854,2372,114,34,13,459,169.0734055,773.5258724,9190.71,4280.58,3867.77,1036.53,5.833367091,0,0,0,0,13,279,384,90,0,12,2014,9218,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
246,0.883370536,0.5,31798,7820,10838,8525,4615,17410,14388,30521,181,48,37,632,379,163.3632894,789.7328573,7850.39,3485.13,2562.78,1711.15,91.32286723,12,0,7,0,19,387,1146,276,1,14,2014,9491,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
247,0.727901786,0.5,7288,2169,2652,1643,824,4147,3141,5594,1203,71,283,5,132,233.6517267,767.817781,11307.76,3785.87,4691.1,1301.28,1529.51,0,31,0,0,0,80,172,70,0,1,2014,13033,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
248,0.806026786,0.5,21859,3248,10202,6029,2380,12643,9216,17166,2500,580,1046,24,543,164.0956421,717.3158504,9360.02,3813.49,5068.28,469.9004508,8.35837716,0,0,0,0,0,102,57,8,0,0,2014,10603,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
249,0.861830357,0.5,7086,1299,3195,1850,742,4052,3034,6161,698,36,84,3,104,202.4623803,811.6735066,11233.79,4407.21,6217.44,541.3314537,67.81226454,0,0,0,0,0,27,59,17,1,0,2014,10652,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
250,0.877120536,0.5,9725,2075,4095,2528,1027,5566,4159,8075,1306,108,24,19,193,176.5906771,733.2425995,10596.35,3663.1,4610.82,1391.42,931.0161376,0,5,1,0,0,31,39,21,0,0,2014,10206,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
251,0,0.5,4866,1145,2104,1180,437,2898,1968,4563,237,15,15,3,33,127.9669763,799.7936017,9226.39,5117.35,3463.9,633.3116438,11.81787806,0,0,0,0,2,37,38,16,0,0,2014,8036,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
252,0.888169643,0.5,5061,870,1999,1424,768,2923,2138,4920,16,11,2,30,82,153.955809,796.1511048,8479.2,5207.51,2808.94,450.3185254,12.43523316,0,0,0,0,0,13,0,2,0,0,2014,8755,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
253,0.930022321,0.5,13408,3726,4582,3543,1557,7626,5782,13109,64,28,19,9,179,166.7176507,780.9727746,8225.58,3555.54,3183.43,1117.55,369.0495164,2,3,3,0,10,157,417,66,2,0,2014,8864,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
254,0.770982143,0.5,11396,4228,3309,2253,1606,6436,4960,6805,3331,353,607,54,246,234.0425532,758.3586626,9978.98,4566.63,3594.01,1217.22,601.1228946,0,7,0,0,1,121,343,58,0,0,2014,15574,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
255,0.917633929,0.5,9491,1675,4450,2367,999,5037,4454,6782,2445,76,29,6,153,157.5396825,748.4126984,11016.26,5417.81,4968.03,611.2583022,19.16306754,0,0,0,0,0,35,57,10,0,0,2014,10363,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
256,0.794084821,0.5,5548,1170,2446,1475,457,3176,2372,4538,825,102,10,6,67,176.7857143,715.4761905,9202.41,3811.66,4256.06,1077.15,57.53931545,0,0,0,0,0,14,19,10,2,0,2014,9368,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
257,0.917633929,0.5,6254,1245,2437,1691,881,3396,2858,6139,15,11,6,2,81,143.7956204,798.540146,7922.18,276.6126166,2546.12,522.7092505,4576.74,0,12,0,0,0,36,18,16,1,0,2014,8804,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
258,0.871763393,0.5,14305,3516,5349,3541,1899,8419,5886,12359,1275,195,123,17,336,215.8054711,792.2998987,10020.37,5008.16,4302.8,699.1406772,10.26128953,0,0,0,0,8,175,420,64,2,0,2014,10866,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
259,0.851897321,0.5,6244,1136,2971,1575,562,3606,2638,4860,1094,90,28,6,166,193.2819383,798.4581498,11240.16,4655.18,5894.46,687.0643763,3.457548982,0,0,0,0,0,36,8,14,0,0,2014,9915,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
260,0.877120536,0.5,19830,3749,9516,4890,1675,11372,8458,15483,3769,168,37,7,366,165.1299246,777.8709137,11358.28,5239.37,5009.68,1079.28,29.94670942,0,0,1,0,0,15,69,5,0,0,2014,9386,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
261,0.865178571,0.5,38331,6519,18205,9934,3673,21461,16870,32157,5018,289,219,20,628,162.8678911,726.709449,9379.05,2958.86,5396.73,1015.68,7.778749748,0,0,0,0,11,246,1142,249,12,8,2014,9168,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
262,0.876339286,0.5,5181,765,2254,1540,622,2822,2359,5090,31,3,0,1,56,119.0667739,814.159292,8366.3,4108.03,3509.86,726.5811061,21.83117227,0,0,0,0,0,18,1,7,0,0,2014,10136,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
263,0.81484375,0.5,12735,1829,5987,3453,1466,7571,5164,10753,1679,37,32,4,230,163.473424,819.2212608,10296.25,4459.22,5114.4,709.91107,12.71578609,0,0,0,0,0,31,5,6,0,0,2014,10870,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
264,0.9015625,0.5,12478,2086,5741,3461,1190,7199,5279,11433,528,95,188,10,224,168.1296421,819.7164078,12429.08,4435.78,7155.31,808.5783352,29.42087973,0,0,0,0,1,65,138,40,0,0,2014,9969,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
265,0.739955357,0.5,8340,1902,3664,2106,668,4469,3871,6259,1948,32,17,5,79,161.1267606,783.0985916,9652.73,5125.45,3601.96,890.7350995,34.58567956,0,0,0,0,0,23,2,4,0,0,2014,8065,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
266,0.768638393,0.5,6049,1051,2812,1580,606,3360,2689,5434,530,20,8,2,55,141.8234443,750.3617945,9727.99,4166.57,4982.5,548.3217388,30.60400402,0,0,0,0,0,0,0,0,0,0,2014,8749,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
267,0.849441964,0.5,14481,1771,6661,4252,1797,8135,6346,13514,258,83,94,5,527,162.1923937,857.9418345,9874.86,2859.11,6362.25,641.9004594,11.60657942,0,0,0,0,0,68,248,37,0,0,2014,8932,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
268,0.848102679,0.5,5148,562,2412,1606,568,2942,2206,4532,507,16,3,0,90,141.1992263,753.384913,8480.54,3143.06,4551.72,777.6214516,8.143672929,0,0,0,0,0,15,22,2,0,0,2014,7872,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
269,0.910267857,0.5,16587,2686,7026,4846,2029,9163,7424,14979,1040,142,100,17,309,178.4841076,796.4547677,12705.07,5415.11,6179.75,1097.51,12.69953259,0,0,0,0,0,48,69,15,1,0,2014,10926,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
270,0.788169643,0.5,8342,1460,3680,2281,921,4516,3826,8047,19,41,25,90,120,171.6971796,769.4210787,8346.73,4452.93,2308.58,1191.58,393.647391,0,0,2,0,0,46,66,15,0,1,2014,9853,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
271,0.9203125,0.5,9329,991,4401,2810,1127,5529,3800,9081,53,18,5,1,171,136.6583541,853.8653367,10069.35,3717.03,5053.68,1295.04,3.603997161,0,0,0,0,0,39,52,9,0,0,2014,9464,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
272,0.920982143,0.5,5713,818,2301,1841,753,3478,2235,5169,297,41,96,23,87,141.2671233,761.130137,10279.85,4939.69,5073,238.1329232,29.02748951,0,0,0,0,1,21,24,4,0,0,2014,9838,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
273,0.935379464,0.5,15474,2210,6782,4323,2159,8915,6559,12841,1322,313,330,13,655,164.4008852,817.262093,11921.64,4131.48,7624.16,163.608664,2.384579718,0,0,0,0,0,68,124,7,0,0,2014,10253,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
274,0.951116071,0.6,13423,2127,5569,3929,1798,7705,5718,12935,275,20,29,21,143,170.4745167,804.3350908,8963.72,3575.39,3883.07,1473.88,31.37385257,0,0,0,0,4,74,179,89,0,1,2014,9674,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
275,0.879464286,0.5,22479,2394,10714,6137,3234,13116,9363,19752,584,706,304,25,1108,135.7415302,799.8653803,9866.94,3877.22,5695.86,288.0897329,5.767244022,0,0,0,0,0,190,50,8,0,0,2014,10797,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
276,0.876116071,0.5,40911,5256,19947,11081,4627,24305,16606,32419,4374,1539,1215,42,1322,176.4122894,732.4083251,10094.57,3887.08,5206.18,992.8968176,8.413315642,0,0,0,0,17,250,161,52,5,1,2014,10802,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
277,0.922321429,0.5,6816,2125,2119,1602,970,3679,3137,6411,157,12,110,9,117,174.0467405,805.6580566,8901.72,3721.24,2947.16,2227.55,5.765364824,0,0,0,0,13,61,114,42,2,0,2014,8759,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
278,0.938727679,0.5,16895,2782,7422,4680,2011,9754,7141,15363,1182,97,70,10,173,154.5706371,796.6759003,10058.28,4216.17,4544.02,1288.58,9.522404611,0,0,0,0,0,0,0,0,0,0,2014,7954,0,1,80.28,93.04,92.19,83.64,61,75.54,72.37,27.04,14.87,18.26,52.75,76.785,60.615,98.46,72.62,71.58,73.91,73.78,94.33,0,0,0,0,0,0,0,0,0,0,67.505,1.89,87.5
